"","V1","V2","V3"
"1",0.062,0.052,0.056
"2",0.562,0.908,0.972
"3",0.184,0.116,0.036
"4",0.1,0.208,0.276
"5",0.084,0.066,0.052
"6",0.048,0.048,0.046
"7",0.056,0.048,0.048
"8",0.728,0.988,1
