,0
11757.G440104273,46551.0
11757.G445224266,46539.0
11757.G441802554,46537.0
11757.G441502495,46532.0
11757.G440606342,46526.0
11757.G440104271,46518.0
11757.G445224520,46492.0
11757.G441284008,46485.0
11757.G441424522,46484.0
11757.G440305457,46478.0
11757.G440305719,46454.0
11757.G440883523,46417.0
11757.G440305654,46405.0
11757.G441424027,46402.0
11757.G440606493,46381.0
11757.G440883530,46376.0
11757.G440282206,46375.0
11757.G440883634,46374.0
11757.G441424553,46364.0
11757.G440305740,46361.0
11757.G440606352,46357.0
11757.G440305486,46339.0
11757.G445302349,46337.0
11757.G445302278,46327.0
11757.G441284332,46327.0
11757.G440883542,46302.0
11757.G440883518,46291.0
11757.G440305242,46268.0
11757.G441502285,46265.0
11757.G441802356,46263.0
11757.G441424081,46262.0
11757.G441284053,46256.0
11757.G440981213,46244.0
11757.G441802091,46243.0
11757.G440305146,46241.0
11757.G441802430,46227.0
11757.G441284528,46220.0
11757.G440104046,46213.0
11757.G441802278,46197.0
11757.G441284277,46194.0
11757.G441303143,46176.0
11757.G441424223,46149.0
11757.G440305173,46148.0
11757.G441284327,46135.0
11757.G445302567,46133.0
11757.G441502086,46109.0
11757.G441802593,46105.0
11757.G441802346,46103.0
11757.G441303184,46091.0
11757.G440205091,46079.0
11757.G445224568,46075.0
11757.G441502567,46072.0
11757.G440282407,46069.0
11757.G440104547,46066.0
11757.G440282124,46063.0
11757.G440883638,46048.0
11757.G440104085,46048.0
11757.G440305122,46047.0
11757.G440282113,46042.0
11757.G445224149,46024.0
11757.G440305707,46009.0
11757.G440305257,45999.0
11757.G441284325,45996.0
11757.G440205437,45989.0
11757.G440606428,45975.0
11757.G445302209,45969.0
11757.G441424537,45958.0
11757.G441303346,45953.0
11757.G441424568,45953.0
11757.G440883533,45943.0
11757.G440305205,45939.0
11757.G441424544,45918.0
11757.G440883125,45916.0
11757.G440104308,45914.0
11757.G440981405,45905.0
11757.G445224013,45887.0
11757.G440205044,45880.0
11757.G441284636,45878.0
11757.G445224618,45872.0
11757.G441303052,45864.0
11757.G441284221,45858.0
11757.G441502282,45839.0
11757.G441284234,45838.0
11757.G441303525,45823.0
11757.G445224496,45819.0
11757.G441502018,45808.0
11757.G440606625,45795.0
11757.G445224248,45791.0
11757.G441802423,45789.0
11757.G440104239,45787.0
11757.G440606475,45785.0
11757.G441303079,45780.0
11757.G441284531,45777.0
11757.G445224056,45772.0
11757.G445302072,45759.0
11757.G440883430,45752.0
11757.G440282449,45751.0
11757.G445224177,45748.0
11757.G441802514,45732.0
11757.G441802286,45729.0
11757.G440305594,45714.0
11757.G445224200,45710.0
11757.G445224524,45707.0
11757.G441424530,45704.0
11757.G441802523,45681.0
11757.G441802404,45660.0
11757.G440104066,45657.0
11757.G441502032,45655.0
11757.G441303180,45654.0
11757.G441802327,45647.0
11757.G441802296,45636.0
11757.G445224580,45636.0
11757.G441802390,45615.0
11757.G445224092,45603.0
11757.G441284613,45594.0
11757.G441303382,45586.0
11757.G441802550,45586.0
11757.G440981425,45573.0
11757.G440305307,45566.0
11757.G445224440,45565.0
11757.G440305124,45563.0
11757.G440883132,45561.0
11757.G440305665,45559.0
11757.G440305343,45557.0
11757.G441424138,45556.0
11757.G440282387,45536.0
11757.G441303531,45526.0
11757.G440104283,45517.0
11757.G440883575,45499.0
11757.G441284603,45492.0
11757.G441424190,45462.0
11757.G441802520,45452.0
11757.G441303587,45443.0
11757.G440282632,45410.0
11757.G440104293,45394.0
11757.G440282461,45349.0
11757.G440981293,45342.0
11757.G440282489,45339.0
11757.G441502544,45336.0
11757.G440305221,45332.0
11757.G440305209,45330.0
11757.G441502211,45315.0
11757.G440883211,45280.0
11757.G440883415,45279.0
11757.G445224176,45271.0
11757.G440981480,45269.0
11757.G441284510,45262.0
11757.G440883526,45261.0
11757.G441303591,45251.0
11757.G445224551,45237.0
11757.G445302421,45237.0
11757.G440305074,45216.0
11757.G441284233,45203.0
11757.G440606312,45203.0
11757.G441802532,45194.0
11757.G440282478,45193.0
11757.G441802166,45188.0
11757.G445302009,45179.0
11757.G445302434,45163.0
11757.G440305067,45157.0
11757.G441303436,45154.0
11757.G441424128,45147.0
11757.G440981448,45139.0
11757.G445224560,45123.0
11757.G440305736,45110.0
11757.G440205202,45091.0
11757.G440981500,45081.0
11757.G440305569,45068.0
11757.G440981051,45050.0
11757.G440104003,45039.0
11757.G441802529,45027.0
11757.G441802394,45024.0
11757.G440104463,45002.0
11757.G445302254,45000.0
11757.G440282075,44999.0
11757.G440981488,44994.0
11757.G441802281,44986.0
11757.G441802388,44981.0
11757.G440305196,44976.0
11757.G440305014,44953.0
11757.G440883193,44947.0
11757.G440606377,44933.0
11757.G440981231,44932.0
11757.G440606586,44928.0
11757.G440883054,44915.0
11757.G441502077,44903.0
11757.G440104079,44900.0
11757.G440981184,44884.0
11757.G440883115,44873.0
11757.G440606323,44871.0
11757.G441802233,44868.0
11757.G440205449,44864.0
11757.G440981501,44844.0
11757.G441802449,44840.0
11757.G445302026,44838.0
11757.G441303516,44827.0
11757.G441802644,44825.0
11757.G440305724,44801.0
11757.G440205250,44798.0
11757.G440282185,44797.0
11757.G440981521,44793.0
11757.G445302085,44782.0
11757.G440883477,44782.0
11757.G440606385,44772.0
11757.G445302512,44769.0
11757.G441303583,44763.0
11757.G440606391,44762.0
11757.G440205496,44761.0
11757.G440981247,44731.0
11757.G441802617,44730.0
11757.G441502092,44725.0
11757.G440606423,44723.0
11757.G440883133,44721.0
11757.G440883625,44705.0
11757.G441303626,44703.0
11757.G441802582,44702.0
11757.G441424583,44683.0
11757.G440205060,44680.0
11757.G440305245,44677.0
11757.G440205644,44676.0
11757.G441284559,44661.0
11757.G440981193,44661.0
11757.G441802067,44658.0
11757.G441303567,44656.0
11757.G440981450,44648.0
11757.G445302086,44640.0
11757.G441303339,44627.0
11757.G440104529,44621.0
11757.G440305525,44619.0
11757.G441284238,44615.0
11757.G441303068,44594.0
11757.G445302185,44584.0
11757.G440981157,44580.0
11757.G445302613,44577.0
11757.G440305204,44560.0
11757.G440305206,44553.0
11757.G440981529,44547.0
11757.G441303377,44538.0
11757.G441303250,44513.0
11757.G441424026,44503.0
11757.G441802379,44472.0
11757.G441802588,44469.0
11757.G441303133,44467.0
11757.G445302553,44455.0
11757.G440606626,44454.0
11757.G441284117,44453.0
11757.G441284269,44437.0
11757.G440205092,44434.0
11757.G445302576,44404.0
11757.G445302450,44403.0
11757.G441284194,44402.0
11757.G440104258,44396.0
11757.G440981014,44391.0
11757.G445302427,44366.0
11757.G441424136,44366.0
11757.G440205520,44364.0
11757.G440305296,44350.0
11757.G440104542,44342.0
11757.G441802596,44331.0
11757.G440883120,44325.0
11757.G440282105,44322.0
11757.G440104427,44317.0
11757.G440205022,44315.0
11757.G445302093,44313.0
11757.G445224113,44311.0
11757.G441303431,44308.0
11757.G441802305,44303.0
11757.G445224564,44294.0
11757.G441502067,44276.0
11757.G441802496,44255.0
11757.G440883624,44244.0
11757.G441802212,44243.0
11757.G441802069,44234.0
11757.G441284484,44234.0
11757.G445302443,44234.0
11757.G441802141,44226.0
11757.G445224036,44224.0
11757.G441802322,44222.0
11757.G440282054,44216.0
11757.G440282076,44216.0
11757.G440883236,44215.0
11757.G441284308,44198.0
11757.G440883579,44189.0
11757.G440104612,44153.0
11757.G440104385,44151.0
11757.G445302356,44143.0
11757.G441424006,44121.0
11757.G441502273,44118.0
11757.G441502559,44116.0
11757.G441802304,44116.0
11757.G441303596,44100.0
11757.G440305152,44098.0
11757.G440305236,44065.0
11757.G441502076,44061.0
11757.G441802408,44055.0
11757.G440205058,44046.0
11757.G441284569,44046.0
11757.G445224613,44000.0
11757.G440305300,43995.0
11757.G440305020,43986.0
11757.G440606420,43970.0
11757.G440883234,43965.0
11757.G440981121,43957.0
11757.G440205326,43947.0
11757.G440104481,43945.0
11757.G440305017,43944.0
11757.G445224470,43924.0
11757.G440981281,43919.0
11757.G441424280,43912.0
11757.G445224072,43907.0
11757.G441802064,43903.0
11757.G440104005,43891.0
11757.G441284133,43877.0
11757.G441424242,43855.0
11757.G441424506,43836.0
11757.G441802547,43801.0
11757.G441284321,43800.0
11757.G445302014,43800.0
11757.G440205062,43797.0
11757.G445224042,43789.0
11757.G440883490,43775.0
11757.G440205375,43760.0
11757.G440883489,43757.0
11757.G440305559,43744.0
11757.G441802125,43727.0
11757.G440305470,43725.0
11757.G440104130,43718.0
11757.G440883583,43712.0
11757.G440104483,43707.0
11757.G445302637,43696.0
11757.G441802600,43694.0
11757.G440305232,43678.0
11757.G440282122,43677.0
11757.G445302199,43671.0
11757.G440606366,43657.0
11757.G440883145,43653.0
11757.G440104597,43653.0
11757.G445302253,43639.0
11757.G441303409,43633.0
11757.G440305661,43626.0
11757.G441284509,43625.0
11757.G440104096,43620.0
11757.G441424563,43608.0
11757.G445224029,43595.0
11757.G440282600,43593.0
11757.G440282249,43592.0
11757.G440104602,43587.0
11757.G440606430,43583.0
11757.G440282169,43582.0
11757.G440606614,43579.0
11757.G440981097,43576.0
11757.G440282195,43575.0
11757.G445302452,43546.0
11757.G440981172,43533.0
11757.G445302646,43532.0
11757.G441802019,43529.0
11757.G440282480,43516.0
11757.G441303581,43499.0
11757.G440981170,43484.0
11757.G440883493,43449.0
11757.G441284216,43442.0
11757.G440305406,43439.0
11757.G441284614,43437.0
11757.G440883184,43424.0
11757.G440282030,43414.0
11757.G440606419,43408.0
11757.G445224406,43405.0
11757.G441303503,43404.0
11757.G441802537,43401.0
11757.G441802169,43401.0
11757.G441802331,43384.0
11757.G440104467,43377.0
11757.G441802618,43370.0
11757.G441502345,43368.0
11757.G440104007,43365.0
11757.G440305521,43362.0
11757.G441284463,43362.0
11757.G440606564,43360.0
11757.G440305278,43357.0
11757.G441502008,43354.0
11757.G441802535,43344.0
11757.G445302082,43344.0
11757.G441424007,43330.0
11757.G440981171,43325.0
11757.G440883094,43324.0
11757.G440883411,43319.0
11757.G440305315,43319.0
11757.G441284081,43306.0
11757.G440883119,43253.0
11757.G440205321,43251.0
11757.G441802623,43245.0
11757.G445302552,43243.0
11757.G441424543,43242.0
11757.G440282607,43235.0
11757.G440305526,43235.0
11757.G440305651,43223.0
11757.G441802416,43205.0
11757.G441424229,43202.0
11757.G440305680,43198.0
11757.G440104292,43196.0
11757.G440282429,43175.0
11757.G445224526,43167.0
11757.G440305231,43154.0
11757.G445302289,43153.0
11757.G440205434,43147.0
11757.G440282423,43145.0
11757.G440205042,43140.0
11757.G440883082,43133.0
11757.G440305437,43123.0
11757.G440305118,43112.0
11757.G440205029,43111.0
11757.G440282074,43097.0
11757.G445302587,43087.0
11757.G441502535,43084.0
11757.G440282267,43078.0
11757.G440883550,43078.0
11757.G440305425,43070.0
11757.G441802421,43066.0
11757.G440205288,43055.0
11757.G441802330,43052.0
11757.G440981283,43034.0
11757.G441802650,43034.0
11757.G440104346,43033.0
11757.G440205093,43029.0
11757.G445302481,43023.0
11757.G441502039,43019.0
11757.G440104550,43015.0
11757.G441424580,43011.0
11757.G440305083,43011.0
11757.G440981431,43002.0
11757.G440305505,42974.0
11757.G440606429,42959.0
11757.G440883498,42958.0
11757.G441284047,42940.0
11757.G441284278,42935.0
11757.G441802039,42933.0
11757.G440205006,42928.0
11757.G441502151,42920.0
11757.G441284304,42914.0
11757.G441424558,42909.0
11757.G440883512,42895.0
11757.G441802277,42886.0
11757.G441502262,42884.0
11757.G441284189,42874.0
11757.G440305277,42863.0
11757.G440305058,42861.0
11757.G440981282,42858.0
11757.G441424552,42836.0
11757.G440104290,42802.0
11757.G440104245,42789.0
11757.G445224483,42787.0
11757.G445224398,42777.0
11757.G440282417,42772.0
11757.G440305027,42772.0
11757.G440305395,42766.0
11757.G445224480,42752.0
11757.G445224138,42738.0
11757.G441802405,42732.0
11757.G440305567,42731.0
11757.G440305008,42728.0
11757.G441424088,42728.0
11757.G440104581,42712.0
11757.G445224587,42707.0
11757.G441502068,42704.0
11757.G441303424,42690.0
11757.G445224079,42685.0
11757.G441303303,42669.0
11757.G440282177,42659.0
11757.G441802061,42659.0
11757.G440305091,42656.0
11757.G445224052,42653.0
11757.G441303055,42638.0
11757.G445224244,42629.0
11757.G440305034,42615.0
11757.G445302414,42610.0
11757.G445302164,42608.0
11757.G440305489,42602.0
11757.G440205077,42594.0
11757.G440205322,42588.0
11757.G441303611,42567.0
11757.G440305732,42566.0
11757.G440205408,42559.0
11757.G441424344,42547.0
11757.G441284639,42543.0
11757.G441284283,42539.0
11757.G441284330,42537.0
11757.G445302008,42523.0
11757.G440104286,42517.0
11757.G441802065,42516.0
11757.G440305660,42504.0
11757.G440883052,42498.0
11757.G441802038,42493.0
11757.G441802598,42489.0
11757.G441303379,42470.0
11757.G441284225,42465.0
11757.G441424546,42465.0
11757.G440282528,42464.0
11757.G441303511,42462.0
11757.G440305510,42456.0
11757.G445302432,42448.0
11757.G440305279,42439.0
11757.G440104424,42435.0
11757.G441802213,42435.0
11757.G441802029,42408.0
11757.G440883574,42382.0
11757.G440205262,42377.0
11757.G440981350,42371.0
11757.G441303030,42370.0
11757.G440305136,42332.0
11757.G440981069,42326.0
11757.G440981518,42311.0
11757.G440883547,42308.0
11757.G440305302,42306.0
11757.G440104087,42303.0
11757.G445224193,42297.0
11757.G445224084,42291.0
11757.G441802646,42289.0
11757.G440282209,42288.0
11757.G441802009,42281.0
11757.G441303354,42273.0
11757.G440282019,42268.0
11757.G441424210,42237.0
11757.G445224283,42235.0
11757.G445302521,42229.0
11757.G441502386,42223.0
11757.G440205590,42222.0
11757.G445302079,42221.0
11757.G441424556,42212.0
11757.G440104402,42212.0
11757.G440883010,42211.0
11757.G440606431,42210.0
11757.G440205027,42208.0
11757.G445224066,42207.0
11757.G440305532,42203.0
11757.G440104014,42203.0
11757.G441802003,42197.0
11757.G440305548,42189.0
11757.G445224399,42180.0
11757.G441424330,42179.0
11757.G440883410,42174.0
11757.G440981490,42174.0
11757.G445302123,42170.0
11757.G441802637,42152.0
11757.G440282067,42148.0
11757.G445224549,42143.0
11757.G441424012,42142.0
11757.G440883124,42133.0
11757.G441424112,42133.0
11757.G441424566,42130.0
11757.G440305150,42118.0
11757.G445302441,42107.0
11757.G445224025,42101.0
11757.G441284333,42085.0
11757.G441284336,42084.0
11757.G441502516,42066.0
11757.G441424549,42065.0
11757.G445224343,42056.0
11757.G445224218,42046.0
11757.G440205479,42036.0
11757.G440606307,42033.0
11757.G441502024,42030.0
11757.G440606330,42027.0
11757.G441502503,42024.0
11757.G440883389,42020.0
11757.G440305320,42006.0
11757.G440205344,41996.0
11757.G441502051,41994.0
11757.G440205265,41985.0
11757.G445224060,41975.0
11757.G440305289,41973.0
11757.G440305021,41967.0
11757.G445302180,41948.0
11757.G440205393,41935.0
11757.G441802439,41933.0
11757.G441502257,41913.0
11757.G441802426,41907.0
11757.G445224437,41904.0
11757.G441303265,41892.0
11757.G441802005,41891.0
11757.G445224063,41889.0
11757.G445224119,41886.0
11757.G440305239,41884.0
11757.G445302388,41884.0
11757.G440282375,41851.0
11757.G440883622,41847.0
11757.G440305039,41845.0
11757.G441802555,41843.0
11757.G445224271,41839.0
11757.G440104008,41836.0
11757.G441802100,41830.0
11757.G441284289,41827.0
11757.G445224536,41827.0
11757.G440305502,41822.0
11757.G440883140,41818.0
11757.G441502380,41815.0
11757.G441802446,41808.0
11757.G440305162,41791.0
11757.G441802041,41790.0
11757.G445224159,41780.0
11757.G440282091,41776.0
11757.G445224010,41757.0
11757.G441284541,41757.0
11757.G440883149,41748.0
11757.G440282297,41738.0
11757.G440606536,41737.0
11757.G441502483,41731.0
11757.G440305714,41719.0
11757.G441424527,41718.0
11757.G440104098,41714.0
11757.G440981436,41714.0
11757.G440883440,41710.0
11757.G441802096,41709.0
11757.G440205314,41704.0
11757.G440104296,41702.0
11757.G440305149,41691.0
11757.G440305105,41680.0
11757.G440104586,41675.0
11757.G440282121,41668.0
11757.G441802591,41657.0
11757.G440305610,41648.0
11757.G440282299,41644.0
11757.G440305738,41619.0
11757.G445224053,41618.0
11757.G445302309,41614.0
11757.G441502127,41584.0
11757.G441303072,41579.0
11757.G441502194,41572.0
11757.G445302650,41570.0
11757.G440606263,41569.0
11757.G441424125,41560.0
11757.G440205485,41538.0
11757.G440282126,41529.0
11757.G440205443,41519.0
11757.G441303506,41510.0
11757.G441802268,41507.0
11757.G440883443,41485.0
11757.G440606319,41473.0
11757.G445302208,41455.0
11757.G441303617,41448.0
11757.G445224389,41443.0
11757.G440305576,41432.0
11757.G440305582,41431.0
11757.G445224071,41428.0
11757.G440305441,41408.0
11757.G440305171,41384.0
11757.G445224610,41384.0
11757.G440606563,41375.0
11757.G445224100,41356.0
11757.G441303206,41354.0
11757.G441802314,41346.0
11757.G445302028,41345.0
11757.G440305111,41341.0
11757.G441303087,41337.0
11757.G440981195,41332.0
11757.G445302498,41331.0
11757.G441802403,41330.0
11757.G440305429,41327.0
11757.G441284424,41320.0
11757.G440205206,41315.0
11757.G440305483,41313.0
11757.G445302282,41312.0
11757.G440883078,41311.0
11757.G441802115,41309.0
11757.G441802319,41294.0
11757.G441802136,41288.0
11757.G440282045,41286.0
11757.G440305042,41280.0
11757.G440981131,41273.0
11757.G445302097,41272.0
11757.G441303255,41265.0
11757.G440305570,41248.0
11757.G441802526,41241.0
11757.G440883461,41217.0
11757.G445302281,41214.0
11757.G440205005,41206.0
11757.G440104455,41197.0
11757.G440305036,41195.0
11757.G445302582,41194.0
11757.G440305433,41190.0
11757.G445302283,41186.0
11757.G445224599,41182.0
11757.G440305367,41178.0
11757.G440606425,41177.0
11757.G440205482,41156.0
11757.G440305055,41155.0
11757.G440305534,41145.0
11757.G441502314,41142.0
11757.G440981475,41141.0
11757.G440205510,41141.0
11757.G440305165,41133.0
11757.G445302127,41129.0
11757.G441284578,41126.0
11757.G445302445,41120.0
11757.G440205085,41113.0
11757.G440981446,41109.0
11757.G440282448,41092.0
11757.G440282134,41087.0
11757.G440305166,41083.0
11757.G440305485,41078.0
11757.G445224150,41073.0
11757.G440305364,41070.0
11757.G441802148,41058.0
11757.G440205204,41017.0
11757.G440205432,41012.0
11757.G440282058,41008.0
11757.G440305695,40996.0
11757.G440981531,40991.0
11757.G441802376,40973.0
11757.G440883496,40967.0
11757.G440883471,40958.0
11757.G440104456,40939.0
11757.G440305254,40931.0
11757.G445302312,40929.0
11757.G441284113,40928.0
11757.G441284640,40914.0
11757.G445302462,40914.0
11757.G441424018,40891.0
11757.G441303281,40891.0
11757.G440282181,40879.0
11757.G441502588,40861.0
11757.G440305520,40859.0
11757.G441802428,40858.0
11757.G445224542,40853.0
11757.G441284546,40848.0
11757.G441424516,40847.0
11757.G440981224,40842.0
11757.G440205026,40835.0
11757.G440606478,40821.0
11757.G440606398,40795.0
11757.G441303081,40783.0
11757.G445224213,40782.0
11757.G441802165,40777.0
11757.G440606325,40765.0
11757.G441502511,40764.0
11757.G441802466,40756.0
11757.G440883507,40752.0
11757.G441284338,40751.0
11757.G440305587,40743.0
11757.G440883024,40735.0
11757.G441284217,40733.0
11757.G440883495,40724.0
11757.G441802149,40723.0
11757.G441303007,40717.0
11757.G440305197,40711.0
11757.G445224465,40686.0
11757.G441303332,40680.0
11757.G440981082,40670.0
11757.G441284526,40662.0
11757.G441802587,40657.0
11757.G441802095,40643.0
11757.G440606533,40638.0
11757.G440305613,40634.0
11757.G440282196,40631.0
11757.G441802630,40627.0
11757.G440883556,40615.0
11757.G440305026,40613.0
11757.G440305363,40590.0
11757.G441424500,40572.0
11757.G441424538,40564.0
11757.G445224252,40564.0
11757.G440305393,40557.0
11757.G441502106,40555.0
11757.G440205573,40537.0
11757.G440282630,40535.0
11757.G445224139,40527.0
11757.G440305251,40506.0
11757.G440981179,40503.0
11757.G440305683,40502.0
11757.G440282474,40490.0
11757.G440205606,40489.0
11757.G441424414,40486.0
11757.G441284239,40462.0
11757.G440305512,40462.0
11757.G441502268,40455.0
11757.G441502281,40447.0
11757.G440282529,40444.0
11757.G445224135,40443.0
11757.G440305071,40435.0
11757.G440205585,40420.0
11757.G441502038,40407.0
11757.G445224462,40399.0
11757.G441802513,40396.0
11757.G440282014,40380.0
11757.G445224064,40374.0
11757.G441303562,40350.0
11757.G440282077,40341.0
11757.G441284022,40340.0
11757.G440305716,40331.0
11757.G440282524,40330.0
11757.G441502313,40326.0
11757.G445302500,40325.0
11757.G440606594,40317.0
11757.G441802113,40315.0
11757.G445224585,40297.0
11757.G440305720,40295.0
11757.G440305145,40290.0
11757.G440205624,40278.0
11757.G441424085,40275.0
11757.G440305309,40272.0
11757.G441284631,40266.0
11757.G441303277,40263.0
11757.G441502269,40250.0
11757.G441502108,40239.0
11757.G440104360,40239.0
11757.G441284654,40238.0
11757.G440205349,40206.0
11757.G440205653,40206.0
11757.G441424406,40204.0
11757.G441303423,40200.0
11757.G441303610,40195.0
11757.G440305605,40184.0
11757.G440606208,40184.0
11757.G441424454,40170.0
11757.G440104015,40169.0
11757.G440981402,40166.0
11757.G440981273,40164.0
11757.G440981329,40151.0
11757.G440883587,40138.0
11757.G440305432,40136.0
11757.G440606427,40133.0
11757.G440104616,40133.0
11757.G441802256,40132.0
11757.G440205490,40118.0
11757.G441802592,40114.0
11757.G441284335,40110.0
11757.G445224593,40107.0
11757.G441303361,40106.0
11757.G445302120,40103.0
11757.G440305016,40097.0
11757.G445302459,40097.0
11757.G441284309,40095.0
11757.G445224472,40094.0
11757.G440606362,40092.0
11757.G440305566,40091.0
11757.G441284506,40071.0
11757.G440981209,40070.0
11757.G441303542,40069.0
11757.G441802375,40063.0
11757.G440205346,40059.0
11757.G441502414,40058.0
11757.G441502575,40051.0
11757.G440305318,40047.0
11757.G445224099,40047.0
11757.G445302037,40044.0
11757.G441303615,40039.0
11757.G441802197,40036.0
11757.G440205525,40030.0
11757.G441424147,40028.0
11757.G445224080,40026.0
11757.G440606527,40021.0
11757.G441802036,40014.0
11757.G441802292,40012.0
11757.G440305237,39995.0
11757.G440205203,39993.0
11757.G440282276,39969.0
11757.G440104359,39961.0
11757.G440305624,39958.0
11757.G440205654,39954.0
11757.G440606595,39949.0
11757.G440205329,39949.0
11757.G440305353,39948.0
11757.G440305284,39941.0
11757.G440282601,39935.0
11757.G441802102,39926.0
11757.G440883480,39925.0
11757.G441424181,39925.0
11757.G440606308,39917.0
11757.G441502063,39917.0
11757.G441284434,39915.0
11757.G441284468,39914.0
11757.G440305199,39913.0
11757.G440981120,39912.0
11757.G441502501,39910.0
11757.G445302487,39910.0
11757.G441303253,39910.0
11757.G440205038,39897.0
11757.G440205354,39879.0
11757.G440282523,39860.0
11757.G441424545,39859.0
11757.G440305211,39849.0
11757.G440606629,39849.0
11757.G445224012,39848.0
11757.G440282488,39845.0
11757.G441424539,39835.0
11757.G445302600,39826.0
11757.G441424312,39825.0
11757.G445302415,39824.0
11757.G441802076,39814.0
11757.G445302420,39799.0
11757.G445224498,39789.0
11757.G440104287,39773.0
11757.G440606344,39772.0
11757.G440205555,39766.0
11757.G441802649,39759.0
11757.G440305664,39757.0
11757.G440282052,39749.0
11757.G440282409,39749.0
11757.G441284516,39746.0
11757.G440282210,39730.0
11757.G445302597,39724.0
11757.G440305403,39723.0
11757.G440104242,39710.0
11757.G441802396,39695.0
11757.G440104394,39693.0
11757.G440305094,39688.0
11757.G445224436,39685.0
11757.G440305099,39665.0
11757.G440282188,39664.0
11757.G441802216,39663.0
11757.G441284366,39656.0
11757.G445224224,39650.0
11757.G440104081,39648.0
11757.G440606413,39624.0
11757.G445224008,39612.0
11757.G440104251,39608.0
11757.G441502021,39603.0
11757.G441424238,39596.0
11757.G441303623,39591.0
11757.G441502412,39586.0
11757.G441424528,39580.0
11757.G445302403,39579.0
11757.G440883021,39568.0
11757.G440305449,39561.0
11757.G440305621,39559.0
11757.G440305648,39551.0
11757.G441802578,39546.0
11757.G445302219,39544.0
11757.G440205398,39542.0
11757.G440104608,39531.0
11757.G445302227,39527.0
11757.G441303524,39525.0
11757.G441284554,39524.0
11757.G440305507,39520.0
11757.G441284401,39519.0
11757.G441502159,39514.0
11757.G440883431,39514.0
11757.G441502043,39509.0
11757.G441424525,39496.0
11757.G440305549,39494.0
11757.G440305628,39485.0
11757.G440305130,39471.0
11757.G440305400,39471.0
11757.G440981183,39468.0
11757.G441303600,39465.0
11757.G440606334,39450.0
11757.G441424137,39447.0
11757.G441303157,39443.0
11757.G445302423,39440.0
11757.G440104366,39426.0
11757.G441284572,39408.0
11757.G440305563,39405.0
11757.G440104490,39404.0
11757.G441424225,39404.0
11757.G440883635,39396.0
11757.G441303166,39394.0
11757.G440883557,39387.0
11757.G445224487,39382.0
11757.G441424260,39382.0
11757.G440883012,39380.0
11757.G440205072,39373.0
11757.G440305319,39372.0
11757.G440883628,39365.0
11757.G440606568,39353.0
11757.G445302596,39352.0
11757.G440305602,39349.0
11757.G445302435,39345.0
11757.G440282434,39342.0
11757.G441502543,39342.0
11757.G440305121,39341.0
11757.G445224497,39326.0
11757.G440883198,39324.0
11757.G440883148,39309.0
11757.G441284566,39309.0
11757.G440883610,39307.0
11757.G441802111,39307.0
11757.G445302457,39307.0
11757.G441802411,39301.0
11757.G440104413,39298.0
11757.G441502115,39296.0
11757.G440282625,39291.0
11757.G445302045,39290.0
11757.G441802318,39289.0
11757.G441303360,39286.0
11757.G441802383,39283.0
11757.G441303136,39278.0
11757.G445224513,39275.0
11757.G445224102,39275.0
11757.G441502593,39271.0
11757.G440205348,39269.0
11757.G441284073,39268.0
11757.G445224424,39268.0
11757.G441284550,39267.0
11757.G441424017,39264.0
11757.G440305676,39257.0
11757.G441284403,39254.0
11757.G445224328,39251.0
11757.G440282422,39248.0
11757.G441424036,39245.0
11757.G440104462,39242.0
11757.G445224183,39241.0
11757.G441284052,39237.0
11757.G440205317,39236.0
11757.G440205113,39235.0
11757.G440606513,39228.0
11757.G441303546,39218.0
11757.G440883090,39218.0
11757.G445224230,39212.0
11757.G441802468,39210.0
11757.G440981046,39210.0
11757.G441502379,39209.0
11757.G441303318,39206.0
11757.G440205083,39204.0
11757.G441502010,39203.0
11757.G440104421,39184.0
11757.G441502074,39181.0
11757.G440104499,39176.0
11757.G440305618,39174.0
11757.G440606630,39174.0
11757.G445302338,39173.0
11757.G445302115,39163.0
11757.G441424282,39144.0
11757.G440981275,39138.0
11757.G440205039,39135.0
11757.G440883580,39131.0
11757.G440883627,39124.0
11757.G441284153,39108.0
11757.G441284303,39102.0
11757.G441424096,39100.0
11757.G441284337,39098.0
11757.G441424492,39094.0
11757.G445224049,39089.0
11757.G440981456,39088.0
11757.G440981218,39081.0
11757.G440104419,39080.0
11757.G440981223,39068.0
11757.G440883428,39063.0
11757.G441284345,39051.0
11757.G445302461,39046.0
11757.G440205622,39043.0
11757.G441303292,39037.0
11757.G441284317,39024.0
11757.G445302644,39011.0
11757.G440883420,39007.0
11757.G445224030,39005.0
11757.G440606371,39003.0
11757.G441802219,39000.0
11757.G441802448,38998.0
11757.G440205428,38988.0
11757.G445302255,38987.0
11757.G440305571,38983.0
11757.G441502312,38979.0
11757.G440606642,38978.0
11757.G441303406,38974.0
11757.G440305390,38968.0
11757.G441303544,38968.0
11757.G440305445,38965.0
11757.G440282174,38934.0
11757.G441802640,38933.0
11757.G440282454,38925.0
11757.G441802565,38920.0
11757.G440981015,38919.0
11757.G440205387,38917.0
11757.G440205374,38914.0
11757.G441424535,38914.0
11757.G440883595,38906.0
11757.G445302073,38906.0
11757.G445302630,38904.0
11757.G440104076,38904.0
11757.G441802429,38899.0
11757.G441802152,38888.0
11757.G440606365,38887.0
11757.G440282163,38884.0
11757.G445224214,38869.0
11757.G441303075,38866.0
11757.G441802386,38866.0
11757.G440205313,38862.0
