"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.0999361260406205,0.0999361260406205,0.0999361260406205,0.0999361260406205,0.0999361260406205,0.0996583215725626,0.0937726858042884,0.0702282214032306,0.0386943666904287,0.00588405613111105
