"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.0999309349160853,0.0999309349160853,0.0999309349160853,0.0999309349160853,0.0999082753521458,0.0992715370687157,0.0910385353933781,0.0669746615467085,0.0356807985153305,0.00597325402437
