"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0.00591832614179335,0.00588943506635275,0.00591484031216037,0.0059693676527932,0.00840003639941011,0.0203236654942886,0.0436186081341426,0.0612168347733754,0.0716754386775225,0.0816222814814793,0.0909277950770704
