"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0.00584831574403943,0.00582454825003289,0.0058526440330488,0.00590359495563835,0.00842756262518866,0.0243652363732634,0.0498206767534228,0.0656127042272926,0.0755733119442302,0.0854294082873101,0.0940355733360725
