"","RSim","GMPR","MED","CSS","TMM","TSS","UQ"
"1",0.295999999999999,0.486999999999998,0.0130000000000017,0.135999999999999,0.0449999999999982,0.0129999999999981,0.0219999999999985
"2",0.562000000000001,10.907,0.0689999999999955,0.657000000000004,0.220999999999997,0.0679999999999978,0.115000000000002
"3",4.702,1.886,0.0429999999999993,0.238999999999997,0.111000000000004,0.0640000000000001,0.0760000000000005
"4",12.406,47.221,0.222000000000008,1.24299999999999,0.692999999999998,0.322999999999993,0.399000000000001
"5",17.069,3.45500000000001,0.0769999999999982,0.335999999999984,0.177999999999997,0.123000000000019,0.146000000000015
"6",48.891,87.821,0.415999999999997,2.02600000000001,1.20100000000002,0.657000000000039,0.754000000000019
