"","PERMANOVA","MiRKAT"
"1",0.0182,0.0206520879631931
"2",0.3798,0.359062937345785
"3",0.2046,0.192905164154352
"4",0.2958,0.269961403709774
"5",0.6073,0.580560065412125
"6",0.1215,0.131855677934594
"7",0.1755,0.167016453456957
"8",0.0291,0.0297745011299912
"9",0.0252,0.0234268535233808
